MCC,MWT Cat Mapping,sub_category,Master Category,Citi Bank Category
600,not provided,Others,Transfer out,Agricultural Services
601,not provided,Others,Transfer out,Agricultural Services
602,not provided,Others,Transfer out,Agricultural Services
603,not provided,Others,Transfer out,Agricultural Services
604,not provided,Others,Transfer out,Agricultural Services
605,not provided,Others,Transfer out,Agricultural Services
606,not provided,Others,Transfer out,Agricultural Services
607,not provided,Others,Transfer out,Agricultural Services
608,not provided,Others,Transfer out,Agricultural Services
609,not provided,Others,Transfer out,Agricultural Services
610,not provided,Others,Transfer out,Agricultural Services
611,not provided,Others,Transfer out,Agricultural Services
612,not provided,Others,Transfer out,Agricultural Services
613,not provided,Others,Transfer out,Agricultural Services
614,not provided,Others,Transfer out,Agricultural Services
615,not provided,Others,Transfer out,Agricultural Services
616,not provided,Others,Transfer out,Agricultural Services
617,not provided,Others,Transfer out,Agricultural Services
618,not provided,Others,Transfer out,Agricultural Services
619,not provided,Others,Transfer out,Agricultural Services
620,not provided,Others,Transfer out,Agricultural Services
621,not provided,Others,Transfer out,Agricultural Services
622,not provided,Others,Transfer out,Agricultural Services
623,not provided,Others,Transfer out,Agricultural Services
624,not provided,Others,Transfer out,Agricultural Services
625,not provided,Others,Transfer out,Agricultural Services
626,not provided,Others,Transfer out,Agricultural Services
627,not provided,Others,Transfer out,Agricultural Services
628,not provided,Others,Transfer out,Agricultural Services
629,not provided,Others,Transfer out,Agricultural Services
630,not provided,Others,Transfer out,Agricultural Services
631,not provided,Others,Transfer out,Agricultural Services
632,not provided,Others,Transfer out,Agricultural Services
633,not provided,Others,Transfer out,Agricultural Services
634,not provided,Others,Transfer out,Agricultural Services
635,not provided,Others,Transfer out,Agricultural Services
636,not provided,Others,Transfer out,Agricultural Services
637,not provided,Others,Transfer out,Agricultural Services
638,not provided,Others,Transfer out,Agricultural Services
639,not provided,Others,Transfer out,Agricultural Services
640,not provided,Others,Transfer out,Agricultural Services
641,not provided,Others,Transfer out,Agricultural Services
642,not provided,Others,Transfer out,Agricultural Services
643,not provided,Others,Transfer out,Agricultural Services
644,not provided,Others,Transfer out,Agricultural Services
645,not provided,Others,Transfer out,Agricultural Services
646,not provided,Others,Transfer out,Agricultural Services
647,not provided,Others,Transfer out,Agricultural Services
648,not provided,Others,Transfer out,Agricultural Services
649,not provided,Others,Transfer out,Agricultural Services
650,not provided,Others,Transfer out,Agricultural Services
651,not provided,Others,Transfer out,Agricultural Services
652,not provided,Others,Transfer out,Agricultural Services
653,not provided,Others,Transfer out,Agricultural Services
654,not provided,Others,Transfer out,Agricultural Services
655,not provided,Others,Transfer out,Agricultural Services
656,not provided,Others,Transfer out,Agricultural Services
657,not provided,Others,Transfer out,Agricultural Services
658,not provided,Others,Transfer out,Agricultural Services
659,not provided,Others,Transfer out,Agricultural Services
660,not provided,Others,Transfer out,Agricultural Services
661,not provided,Others,Transfer out,Agricultural Services
662,not provided,Others,Transfer out,Agricultural Services
663,not provided,Others,Transfer out,Agricultural Services
664,not provided,Others,Transfer out,Agricultural Services
665,not provided,Others,Transfer out,Agricultural Services
666,not provided,Others,Transfer out,Agricultural Services
667,not provided,Others,Transfer out,Agricultural Services
668,not provided,Others,Transfer out,Agricultural Services
669,not provided,Others,Transfer out,Agricultural Services
670,not provided,Others,Transfer out,Agricultural Services
671,not provided,Others,Transfer out,Agricultural Services
672,not provided,Others,Transfer out,Agricultural Services
673,not provided,Others,Transfer out,Agricultural Services
674,not provided,Others,Transfer out,Agricultural Services
675,not provided,Others,Transfer out,Agricultural Services
676,not provided,Others,Transfer out,Agricultural Services
677,not provided,Others,Transfer out,Agricultural Services
678,not provided,Others,Transfer out,Agricultural Services
679,not provided,Others,Transfer out,Agricultural Services
680,not provided,Others,Transfer out,Agricultural Services
681,not provided,Others,Transfer out,Agricultural Services
682,not provided,Others,Transfer out,Agricultural Services
683,not provided,Others,Transfer out,Agricultural Services
684,not provided,Others,Transfer out,Agricultural Services
685,not provided,Others,Transfer out,Agricultural Services
686,not provided,Others,Transfer out,Agricultural Services
687,not provided,Others,Transfer out,Agricultural Services
688,not provided,Others,Transfer out,Agricultural Services
689,not provided,Others,Transfer out,Agricultural Services
690,not provided,Others,Transfer out,Agricultural Services
691,not provided,Others,Transfer out,Agricultural Services
692,not provided,Others,Transfer out,Agricultural Services
693,not provided,Others,Transfer out,Agricultural Services
694,not provided,Others,Transfer out,Agricultural Services
695,not provided,Others,Transfer out,Agricultural Services
696,not provided,Others,Transfer out,Agricultural Services
697,not provided,Others,Transfer out,Agricultural Services
698,not provided,Others,Transfer out,Agricultural Services
699,not provided,Others,Transfer out,Agricultural Services
700,not provided,Others,Transfer out,Agricultural Services
701,POSTAGE TRANSACTION CHARGE,Payments,Transfer out,Government Services
702,not provided,Others,Transfer out,Agricultural Services
703,not provided,Others,Transfer out,Agricultural Services
704,not provided,Others,Transfer out,Agricultural Services
705,not provided,Others,Transfer out,Agricultural Services
706,not provided,Others,Transfer out,Agricultural Services
707,not provided,Others,Transfer out,Agricultural Services
708,not provided,Others,Transfer out,Agricultural Services
709,not provided,Others,Transfer out,Agricultural Services
710,not provided,Others,Transfer out,Agricultural Services
711,not provided,Others,Transfer out,Agricultural Services
712,not provided,Others,Transfer out,Agricultural Services
713,not provided,Others,Transfer out,Agricultural Services
714,not provided,Others,Transfer out,Agricultural Services
715,not provided,Others,Transfer out,Agricultural Services
716,not provided,Others,Transfer out,Agricultural Services
717,not provided,Others,Transfer out,Agricultural Services
718,not provided,Others,Transfer out,Agricultural Services
719,not provided,Others,Transfer out,Agricultural Services
720,not provided,Others,Transfer out,Agricultural Services
721,not provided,Others,Transfer out,Agricultural Services
722,not provided,Others,Transfer out,Agricultural Services
723,not provided,Others,Transfer out,Agricultural Services
724,not provided,Others,Transfer out,Agricultural Services
725,not provided,Others,Transfer out,Agricultural Services
726,not provided,Others,Transfer out,Agricultural Services
727,not provided,Others,Transfer out,Agricultural Services
728,not provided,Others,Transfer out,Agricultural Services
729,not provided,Others,Transfer out,Agricultural Services
730,not provided,Others,Transfer out,Agricultural Services
731,not provided,Others,Transfer out,Agricultural Services
732,not provided,Others,Transfer out,Agricultural Services
733,not provided,Others,Transfer out,Agricultural Services
734,not provided,Others,Transfer out,Agricultural Services
735,not provided,Others,Transfer out,Agricultural Services
736,not provided,Others,Transfer out,Agricultural Services
737,not provided,Others,Transfer out,Agricultural Services
738,not provided,Others,Transfer out,Agricultural Services
739,not provided,Others,Transfer out,Agricultural Services
740,not provided,Others,Transfer out,Agricultural Services
741,not provided,Others,Transfer out,Agricultural Services
742,VETERINARY SERVICES,Others,Transfer out,Agricultural Services
743,not provided,Others,Transfer out,Agricultural Services
744,not provided,Others,Transfer out,Agricultural Services
745,not provided,Others,Transfer out,Agricultural Services
746,not provided,Others,Transfer out,Agricultural Services
747,not provided,Others,Transfer out,Agricultural Services
748,not provided,Others,Transfer out,Agricultural Services
749,not provided,Others,Transfer out,Agricultural Services
750,not provided,Others,Transfer out,Agricultural Services
751,not provided,Others,Transfer out,Agricultural Services
752,not provided,Others,Transfer out,Agricultural Services
753,not provided,Others,Transfer out,Agricultural Services
754,not provided,Others,Transfer out,Agricultural Services
755,not provided,Others,Transfer out,Agricultural Services
756,not provided,Others,Transfer out,Agricultural Services
757,not provided,Others,Transfer out,Agricultural Services
758,not provided,Others,Transfer out,Agricultural Services
759,not provided,Others,Transfer out,Agricultural Services
760,not provided,Others,Transfer out,Agricultural Services
761,not provided,Others,Transfer out,Agricultural Services
762,not provided,Others,Transfer out,Agricultural Services
763,AGRICULTURAL COOPERATIVES,Others,Transfer out,Agricultural Services
